event_type,date_from,date_to,origin,destination,num_adults,num_children,look_on,days_before_plan,trip_duration,distance
search,11/07/17,14/07/17,TLV,STO,1,0,29/04/17,73,3,3285.180136
search,07/05/17,09/05/17,CDG,ZRH,1,0,29/04/17,8,2,480.5382332
search,31/05/17,31/05/17,ORY,CAS,1,0,30/04/17,31,0,1875.2626
search,14/07/17,14/07/17,MAN,PAR,2,0,29/04/17,76,0,595.0733133
search,03/06/17,03/06/17,DFW,DEN,1,0,29/04/17,35,0,1031.391204
search,11/05/17,15/06/17,LIS,MUC,1,0,29/04/17,12,35,1984.060241
search,31/05/17,31/05/17,LON,DUS,1,0,29/04/17,32,0,481.9883184
search,13/06/17,16/06/17,DUS,CDG,2,0,29/04/17,45,3,392.4962729
search,12/07/17,21/07/17,CGN,PMI,2,0,29/04/17,74,9,1306.669402
search,02/10/17,02/11/17,FRA,YTO,2,0,29/04/17,156,31,6328.349857
search,15/06/17,18/06/17,PAR,BER,2,0,29/04/17,47,3,878.2979898
search,25/06/17,30/06/17,PAR,MCT,2,0,30/04/17,56,5,5599.983415
search,23/05/17,26/05/17,HAM,BCN,2,2,29/04/17,24,3,1492.228532
search,16/09/17,14/10/17,CDG,CMB,5,0,29/04/17,140,28,8482.566946
search,07/05/17,09/05/17,ZRH,HAM,1,0,29/04/17,8,2,703.4520107
search,26/05/17,31/05/17,DUS,LON,1,0,29/04/17,27,5,481.9883184
search,15/06/17,21/06/17,FRA,LIS,1,0,29/04/17,47,6,1874.00319
search,25/07/17,26/07/17,HAM,MRS,1,0,29/04/17,87,1,1197.232617
search,02/05/17,03/05/17,PAR,CAS,1,0,29/04/17,3,1,1886.49025
search,23/05/17,24/05/17,NCE,PAR,1,0,29/04/17,24,1,685.9038717
search,13/09/17,05/10/17,PAR,HAN,1,0,29/04/17,137,22,9197.491229
search,11/05/17,25/05/17,MUC,IZM,3,1,30/04/17,11,14,1655.911896
search,11/08/17,31/08/17,PAR,LAD,1,1,29/04/17,104,20,6502.560837
search,03/05/17,03/05/17,MUC,LON,1,0,30/04/17,3,0,923.680809
search,05/05/17,09/05/17,DUS,OSL,1,0,29/04/17,6,4,1026.612224
search,22/05/17,24/05/17,PAR,HAM,1,0,30/04/17,22,2,751.127687
search,01/06/17,02/06/17,HAM,MIL,1,0,29/04/17,33,1,910.2783615
search,23/09/17,21/10/17,HAM,BUH,1,0,29/04/17,147,28,1544.38466
search,04/02/18,19/02/18,BER,SIN,1,0,29/04/17,281,15,9927.659126
search,04/02/18,19/02/18,BER,SIN,1,0,29/04/17,281,15,9927.659126
search,01/05/17,18/05/17,LYS,HKT,1,0,29/04/17,2,17,9635.441261
search,11/05/17,15/05/17,ORY,ROM,1,0,29/04/17,12,4,1097.544299
search,31/05/17,05/06/17,PAR,LIS,1,0,29/04/17,32,5,1447.103771
search,02/09/17,04/09/17,PAR,ROM,1,0,29/04/17,126,2,1106.735629
search,02/10/17,19/10/17,PAR,KUL,1,0,30/04/17,155,17,10458.79811
search,23/05/17,30/05/17,KUL,HKT,1,0,29/04/17,24,7,678.8722339
search,20/05/17,06/06/17,FRA,JNB,1,0,30/04/17,20,17,8689.813803
search,08/07/17,08/07/17,TLS,PAR,2,0,29/04/17,70,0,585.3951211
search,20/06/17,25/06/17,PAR,AGP,1,0,29/04/17,52,5,1463.77364
search,26/05/17,02/06/17,LYS,LON,1,0,29/04/17,27,7,748.6578648
search,07/02/18,22/02/18,FRA,BKK,2,2,29/04/17,284,15,8999.532145
search,01/05/17,01/05/17,BER,VIE,1,0,29/04/17,2,0,523.1100553
search,23/05/17,23/05/17,FRA,REK,1,0,29/04/17,24,0,2378.565767
search,07/06/17,09/06/17,MUC,ROM,2,0,29/04/17,39,2,720.5277751
search,09/05/17,09/05/17,GVA,VCE,2,0,29/04/17,10,0,485.5721289
search,18/02/18,04/03/18,AMS,HNL,1,0,30/04/17,294,14,11653.10458
search,04/07/17,18/07/17,STR,FRA,3,2,30/04/17,65,14,157.1028874
search,02/10/17,02/10/17,IZM,HAM,1,0,29/04/17,156,0,2137.116012
search,12/08/17,21/08/17,FRA,DUB,1,0,29/04/17,105,9,1085.845235
search,23/09/17,01/10/17,FRA,SEL,1,0,29/04/17,147,8,8561.174875
search,11/12/17,29/01/18,PAR,CDG,1,0,29/04/17,226,49,23.02161306
search,04/09/17,04/09/17,TXL,AMS,2,0,29/04/17,128,0,569.1285065
search,27/05/17,27/05/17,LON,NCE,1,0,29/04/17,28,0,1030.04066
search,10/06/17,17/06/17,DUS,NYC,2,0,30/04/17,41,7,6027.61189
search,12/02/18,28/02/18,MUC,BRU,2,0,30/04/17,288,16,597.6570324
search,04/08/17,11/08/17,DUS,AGP,1,0,29/04/17,97,7,1853.224916
search,14/05/17,17/05/17,CDG,IST,1,0,30/04/17,14,3,2243.246522
search,11/12/17,29/12/17,FRA,JNB,2,0,29/04/17,226,18,8689.813803
search,02/12/17,02/12/17,BER,SIN,1,0,29/04/17,217,0,9927.659126
search,15/06/17,15/06/17,BER,MRS,1,0,29/04/17,47,0,1185.46824
search,23/11/17,23/11/17,DUR,FRA,4,0,29/04/17,208,0,9133.473558
search,23/11/17,23/11/17,DUR,FRA,4,0,29/04/17,208,0,9133.473558
search,03/05/17,03/05/17,HAM,ZRH,1,0,29/04/17,4,0,703.4520107
search,05/05/17,05/05/17,NCE,DUS,1,0,30/04/17,5,0,843.6887986
search,25/08/17,25/08/17,YMQ,HAM,1,0,29/04/17,118,0,5739.855409
search,04/10/17,04/10/17,LYS,LIS,1,0,29/04/17,158,0,1399.924928
search,20/05/17,20/05/17,MRS,PPT,1,0,29/04/17,21,0,16310.28694
search,21/09/17,21/09/17,PAR,SEL,4,0,29/04/17,145,0,8966.161786
search,19/10/17,19/10/17,TLS,TYO,1,0,29/04/17,173,0,10240.67778
search,17/06/17,20/06/17,LYS,AMS,1,0,29/04/17,49,3,738.4773623
search,13/07/17,19/07/17,FRA,DFW,3,0,29/04/17,75,6,8256.988051
search,07/07/17,19/07/17,MUC,AGP,2,2,29/04/17,69,12,1855.373263
search,04/05/17,06/05/17,BER,STN,1,0,29/04/17,5,2,899.1210612
search,13/02/18,13/02/18,DUS,LIS,1,0,30/04/17,289,0,1861.509968
search,06/05/17,06/05/17,HAM,PMI,1,0,29/04/17,7,0,1658.78585
search,18/08/17,01/09/17,ORY,LIS,3,3,29/04/17,111,14,1437.978415
search,31/05/17,02/06/17,BER,LON,1,0,30/04/17,31,2,934.9365926
search,21/02/18,02/03/18,FRA,DXB,1,0,30/04/17,297,9,4844.0715
search,16/09/17,03/10/17,BER,DPS,2,2,29/04/17,140,17,11567.87742
search,10/05/17,12/05/17,MUC,BER,1,0,29/04/17,11,2,477.6345068
search,22/08/17,31/08/17,MUC,BKK,1,0,29/04/17,115,9,8798.974226
search,13/05/17,26/05/17,BRU,MIA,1,0,29/04/17,14,13,7459.269993
search,24/07/17,28/07/17,SEL,CJU,1,0,29/04/17,86,4,453.3639125
search,12/09/17,18/09/17,FRA,NYC,2,0,29/04/17,136,6,6198.492311
search,30/05/17,10/06/17,CDG,OPO,3,0,30/04/17,30,11,1230.70271
search,10/05/17,13/05/17,FRA,DUB,1,0,29/04/17,11,3,1085.845235
search,10/05/17,13/07/17,FRA,DUB,1,0,29/04/17,11,64,1085.845235
search,10/05/17,13/07/17,FRA,DUB,1,0,29/04/17,11,64,1085.845235
search,01/05/17,01/05/17,PAR,MXP,1,0,29/04/17,2,0,599.2108072
search,17/05/17,20/05/17,HAM,VIE,3,0,29/04/17,18,3,749.8505842
search,28/06/17,30/06/17,MUC,BER,4,0,29/04/17,60,2,477.6345068
search,14/07/17,17/07/17,MUC,EDI,2,0,29/04/17,76,3,1321.857105
search,25/05/17,01/06/17,MAD,HAV,2,2,30/04/17,25,7,7449.665296
search,25/05/17,28/05/17,ORY,OPO,2,0,29/04/17,26,3,1200.038215
search,23/09/17,01/10/17,SVO,MRS,2,0,30/04/17,146,8,2667.051044
search,22/07/17,23/07/17,MUC,HAM,1,0,29/04/17,84,1,600.4217954
search,01/06/17,08/06/17,HKG,PVG,1,0,29/04/17,33,7,1242.401554
search,05/10/17,05/10/17,PMI,DUS,2,0,29/04/17,159,0,1340.644678
search,22/06/17,22/06/17,BER,VIE,2,0,30/04/17,53,0,523.1100553
search,17/02/18,17/02/18,JNB,CPT,1,0,29/04/17,294,0,1281.650253
search,22/06/17,22/06/17,STR,PMI,2,0,29/04/17,54,0,1139.878839
search,10/05/17,10/05/17,LYS,TLS,1,0,29/04/17,11,0,376.0925152
search,19/09/17,19/09/17,PRG,LYS,4,0,29/04/17,143,0,846.7230201
search,08/06/17,08/06/17,TLS,BER,3,3,29/04/17,40,0,1330.202781
search,13/06/17,18/06/17,PAR,IST,1,0,29/04/17,45,5,2253.463728
search,30/07/17,13/08/17,MUC,MSP,1,0,29/04/17,92,14,7343.208323
search,21/05/17,26/05/17,MUC,ADB,2,0,29/04/17,22,5,1666.851803
search,04/06/17,13/06/17,HAM,MUC,2,0,29/04/17,36,9,600.4217954
search,27/06/17,30/06/17,MUC,HAM,2,0,29/04/17,59,3,600.4217954
search,22/06/17,27/06/17,LYS,DUB,2,0,29/04/17,54,5,1181.383209
search,28/06/17,02/07/17,NCE,OPO,2,0,29/04/17,60,4,1333.958011
search,04/05/17,05/05/17,BER,MIL,1,0,29/04/17,5,1,842.8945042
search,04/05/17,04/05/17,DUS,HAM,1,0,29/04/17,5,0,340.3523864
search,13/05/17,20/05/17,FRA,CMN,1,0,29/04/17,14,7,2277.060309
search,04/12/17,08/12/17,STR,PMI,2,0,29/04/17,219,4,1139.878839
search,05/07/17,11/07/17,SXF,LIS,2,1,30/04/17,66,6,2305.62188
search,20/07/17,04/08/17,CGN,ATH,1,0,29/04/17,82,15,1967.022401
search,06/05/17,07/05/17,DUS,BHX,1,0,29/04/17,7,1,598.9303954
search,26/06/17,30/06/17,FRA,BCN,2,3,29/04/17,58,4,1093.536647
search,02/05/17,15/05/17,FRA,IST,1,0,29/04/17,3,13,1869.824665
search,17/05/17,26/05/17,HAM,GLA,1,0,30/04/17,17,9,956.3721516
search,03/09/17,10/09/17,HAM,LON,1,0,29/04/17,127,7,725.6551971
search,09/05/17,18/05/17,HAM,MIL,1,0,29/04/17,10,9,910.2783615
search,06/07/17,09/07/17,HAM,NCE,2,1,30/04/17,67,3,1121.869848
search,30/08/17,18/09/17,LAX,DUS,2,0,29/04/17,123,19,9134.375283
search,25/10/17,27/10/17,MUC,CGN,1,0,30/04/17,178,2,451.2439497
search,05/05/17,07/05/17,MUC,HAM,2,0,29/04/17,6,2,600.4217954
search,27/07/17,29/07/17,MUC,NCE,1,0,29/04/17,89,2,623.5527761
search,17/05/17,20/05/17,MUC,ROM,1,0,30/04/17,17,3,720.5277751
search,05/05/17,09/05/17,STR,BER,1,0,29/04/17,6,4,519.0756639
search,03/05/17,05/05/17,DUS,BER,1,0,29/04/17,4,2,475.7855288
search,13/05/17,27/05/17,MUC,HNL,1,0,29/04/17,14,14,12200.61451
search,07/08/17,11/08/17,STR,ATH,2,0,29/04/17,100,4,1682.84344
search,22/05/17,06/06/17,CDG,MNL,1,0,29/04/17,23,15,10732.42046
search,24/02/18,05/03/18,MRS,HAN,1,0,29/04/17,301,9,9224.073583
search,02/05/17,06/05/17,CDG,IST,1,0,29/04/17,3,4,2243.246522
search,22/09/17,04/10/17,FRA,TPE,2,0,30/04/17,145,12,9364.872501
search,04/10/17,11/10/17,LYS,CAS,3,0,30/04/17,157,7,1728.757784
search,01/10/17,18/10/17,LYS,DPS,2,0,29/04/17,155,17,12252.96608
search,17/06/17,19/09/17,MOW,GVA,1,0,29/04/17,49,94,2422.765173
search,13/05/17,17/05/17,MRS,LIS,3,0,29/04/17,14,4,1315.157322
search,03/08/17,10/08/17,MRS,ROM,1,0,29/04/17,96,7,604.1141697
search,21/06/17,30/06/17,PAR,HAN,1,0,29/04/17,53,9,9197.491229
search,25/06/17,27/06/17,PAR,MAD,1,0,29/04/17,57,2,1040.032544
search,04/05/17,11/05/17,PAR,NYC,1,0,29/04/17,5,7,5837.819962
search,27/05/17,01/06/17,PAR,PHX,1,0,29/04/17,28,5,8799.095727
search,01/05/17,01/05/17,PAR,TLS,1,0,29/04/17,2,0,585.3951211
search,21/05/17,24/05/17,PAR,VCE,2,0,29/04/17,22,3,841.0907899
search,29/04/17,04/05/17,TLS,ALG,3,0,29/04/17,0,5,786.391646
search,17/06/17,21/06/17,TLS,LIS,1,0,30/04/17,48,4,1029.557394
search,07/12/17,15/12/17,CDG,ATH,3,0,29/04/17,222,8,2107.946302
search,31/05/17,02/06/17,PAR,BER,1,0,29/04/17,32,2,878.2979898
search,13/10/17,17/10/17,NCE,NYC,2,2,29/04/17,167,4,6420.875333
search,09/08/17,11/08/17,HAM,STO,6,0,29/04/17,102,2,804.1223873
search,17/05/17,20/05/17,HAM,AYT,2,0,29/04/17,18,3,2447.990514
search,12/09/17,25/09/17,PAR,DXB,2,0,29/04/17,136,13,5249.665515
search,25/10/17,27/10/17,HAM,PMI,2,0,29/04/17,179,2,1658.78585
search,05/06/17,10/06/17,ORY,LIS,2,0,29/04/17,37,5,1437.978415
search,08/10/17,15/10/17,BER,EDI,1,0,29/04/17,162,7,1141.485412
search,11/08/17,16/08/17,BER,PMI,1,0,30/04/17,103,5,1658.215308
search,22/08/17,23/09/17,HAM,AYT,4,2,29/04/17,115,32,2447.990514
search,02/05/17,03/05/17,STR,BER,1,0,29/04/17,3,1,519.0756639
search,27/07/17,03/08/17,TXL,BCN,2,0,29/04/17,89,7,1510.173208
search,16/05/17,20/05/17,ATH,FRA,2,0,29/04/17,17,4,1816.136901
search,17/06/17,23/06/17,BER,MUC,1,0,30/04/17,48,6,477.6345068
search,04/06/17,11/06/17,BER,TLV,1,0,29/04/17,36,7,2862.14733
search,09/02/18,28/02/18,FRA,BKK,2,0,29/04/17,286,19,8999.532145
search,17/05/17,26/05/17,HAM,EDI,1,0,30/04/17,17,9,882.5315562
search,10/01/18,13/01/18,HAM,PAR,1,0,29/04/17,256,3,751.127687
search,28/07/17,31/07/17,MUC,BCN,1,0,30/04/17,89,3,1094.232005
search,30/05/17,02/06/17,MUC,BER,1,0,29/04/17,31,3,477.6345068
search,08/05/17,08/05/17,MUC,DUS,1,0,29/04/17,9,0,485.4706673
search,15/05/17,18/05/17,STR,IST,1,0,30/04/17,15,3,1768.314752
search,29/12/17,19/01/18,CGN,TPA,2,0,29/04/17,244,21,7597.684487
search,06/09/17,08/09/17,HAM,DUB,2,0,29/04/17,130,2,1072.735876
search,01/05/17,06/05/17,FRA,SAW,1,0,30/04/17,1,5,1900.965282
search,24/05/17,04/06/17,LYS,ALG,2,0,29/04/17,25,11,1016.245828
search,30/06/17,06/07/17,MRS,YUL,1,0,29/04/17,62,6,6025.736044
search,25/05/17,04/06/17,NCE,CDG,2,0,29/04/17,26,10,692.3866599
search,24/06/17,26/06/17,PAR,ROM,3,0,29/04/17,56,2,1106.735629
search,26/08/17,02/09/17,BCN,OPO,1,0,29/04/17,119,7,898.6410583
search,25/05/17,02/06/17,GVA,ALG,1,0,29/04/17,26,8,1084.183563
search,14/06/17,19/06/17,MRS,LIS,1,0,30/04/17,45,5,1315.157322
search,30/04/17,01/05/17,PAR,NCE,2,0,29/04/17,1,1,685.9038717
search,18/12/17,22/12/17,PAR,NYC,3,1,29/04/17,233,4,5837.819962
search,15/05/17,01/10/17,PAR,ROM,1,0,30/04/17,15,139,1106.735629
search,05/06/17,15/06/17,SHA,MNL,2,0,30/04/17,36,10,1857.27851
search,21/05/17,29/05/17,LYS,ALG,1,0,30/04/17,21,8,1016.245828
search,14/08/17,19/10/17,LYS,ALG,1,2,29/04/17,107,66,1016.245828
search,21/06/17,23/06/17,PAR,BCN,1,0,29/04/17,53,2,839.7878079
search,02/12/17,16/12/17,FRA,SFO,2,0,30/04/17,216,14,9134.959128
search,02/09/17,06/09/17,MRS,ATH,2,0,29/04/17,126,4,1671.603897
search,10/05/17,14/05/17,DUS,LIS,2,0,29/04/17,11,4,1861.509968
search,27/05/17,28/05/17,HAM,GVA,1,0,29/04/17,28,1,870.3994143
search,17/11/17,22/11/17,DUS,JFK,2,0,29/04/17,202,5,6017.89059
search,26/05/17,02/06/17,DUS,PMI,2,0,30/04/17,26,7,1340.644678
search,02/11/17,02/11/17,BCN,DUS,2,0,29/04/17,187,0,1166.14992
search,12/05/17,12/05/17,STN,PRG,1,0,29/04/17,13,0,1010.634377
search,21/11/17,21/11/17,AMS,TLS,1,0,29/04/17,206,0,1006.390173
search,03/05/17,10/05/17,DUS,LPA,2,0,29/04/17,4,7,3189.538407
search,04/09/17,18/09/17,PAR,BKK,4,0,29/04/17,128,14,9466.553199
search,25/08/17,01/09/17,HAM,PMI,2,2,29/04/17,118,7,1658.78585
search,26/05/17,31/05/17,HAM,BCN,6,0,30/04/17,26,5,1492.228532
search,19/05/17,01/06/17,PAR,HKT,5,0,29/04/17,20,13,9786.639152
search,09/08/17,12/08/17,SXF,PMI,1,0,29/04/17,102,3,1649.555476
search,06/05/17,06/05/17,MUC,CDG,1,0,29/04/17,7,0,681.9095226
search,09/09/17,16/09/17,FRA,DXB,2,0,29/04/17,133,7,4844.0715
search,07/12/17,21/12/17,BER,HAV,2,2,30/04/17,221,14,8362.974756
search,02/10/17,15/10/17,PAR,DUS,2,0,30/04/17,155,13,415.2550407
search,15/09/17,15/09/17,TLS,LIS,2,0,29/04/17,139,0,1029.557394
search,07/05/17,09/05/17,LYS,LON,1,0,29/04/17,8,2,748.6578648
search,30/04/17,30/04/17,VIE,THR,1,0,29/04/17,1,0,3171.116542
search,11/05/17,11/05/17,LYS,AMS,3,0,30/04/17,11,0,738.4773623
search,24/05/17,21/06/17,CDG,CAS,1,0,29/04/17,25,28,1909.184542
search,07/05/17,08/05/17,PAR,NCE,2,0,29/04/17,8,1,685.9038717
search,21/09/17,21/09/17,PAR,CAS,1,0,30/04/17,144,0,1886.49025
search,25/05/17,25/05/17,HAM,MUC,1,0,29/04/17,26,0,600.4217954
search,30/08/17,04/09/17,STR,LGW,6,0,29/04/17,123,5,724.8177374
search,04/07/17,04/07/17,PAR,BOS,1,0,29/04/17,66,0,5528.093901
search,09/07/17,13/07/17,STR,AMS,2,0,29/04/17,71,4,509.9539343
search,25/11/17,01/12/17,HAM,MUC,1,0,29/04/17,210,6,600.4217954
search,03/05/17,10/05/17,MUC,OSL,1,0,29/04/17,4,7,1317.291606
search,25/06/17,26/06/17,BER,CGN,1,0,29/04/17,57,1,478.5795164
search,08/09/17,26/09/17,MRS,BSB,1,0,30/04/17,131,18,8516.263777
search,14/05/17,17/05/17,PAR,WAW,1,0,29/04/17,15,3,1363.167049
search,07/11/17,29/11/17,PAR,SGN,1,0,29/04/17,192,22,10122.67929
search,26/08/17,09/09/17,PAR,BOM,1,0,29/04/17,119,14,7007.794527
search,15/09/17,07/10/17,PAR,BUE,1,0,29/04/17,139,22,11049.98298
search,07/06/17,10/06/17,BKK,HAN,2,0,30/04/17,38,3,977.5591332
search,07/06/17,11/06/17,BKK,HAN,2,0,29/04/17,39,4,977.5591332
search,28/07/17,28/07/17,HAM,BUH,1,0,29/04/17,90,0,1544.38466
search,09/12/17,09/12/17,NOU,PPT,1,0,30/04/17,223,0,4607.195743
search,23/08/17,24/08/17,MUC,MIL,2,0,30/04/17,115,1,377.1500913
search,17/05/17,26/05/17,MUC,SAW,2,0,30/04/17,17,9,1609.552934
search,06/05/17,19/05/17,BER,IZM,1,0,29/04/17,7,13,1892.4878
search,12/05/17,17/05/17,CGN,AYT,5,0,29/04/17,13,5,2440.354095
search,09/07/17,12/07/17,PAR,BCN,1,0,29/04/17,71,3,839.7878079
search,17/06/17,27/06/17,PAR,NYC,2,1,30/04/17,48,10,5837.819962
search,15/11/17,29/11/17,FRA,AGP,2,0,29/04/17,200,14,1817.757079
search,03/07/17,07/07/17,MUC,BER,1,0,29/04/17,65,4,477.6345068
search,29/04/17,21/05/17,STR,CPH,1,0,29/04/17,0,22,805.6647479
search,10/05/17,15/05/17,FRA,MAN,1,0,29/04/17,11,5,831.0982502
search,23/06/17,25/06/17,PAR,LIS,3,0,29/04/17,55,2,1447.103771
search,25/06/17,13/07/17,TLS,NOU,1,0,29/04/17,57,18,17273.84178
search,11/07/17,12/07/17,HAM,VIE,1,0,29/04/17,73,1,749.8505842
search,08/05/17,08/05/17,LIS,ORY,1,0,30/04/17,8,0,1437.978415
search,19/05/17,09/06/17,BER,DEL,1,0,29/04/17,20,21,5778.821104
search,08/09/17,22/09/17,PAR,CMB,1,0,29/04/17,132,14,8495.650029
search,05/05/17,12/05/17,MRS,CMN,1,0,29/04/17,6,7,1577.208003
search,06/05/17,09/05/17,WAS,NYC,1,0,30/04/17,6,3,327.8368731
search,05/05/17,13/06/17,ORY,CAS,1,0,29/04/17,6,39,1875.2626
search,22/06/17,30/06/17,PAR,BCN,2,2,30/04/17,53,8,839.7878079
search,28/09/17,12/10/17,CDG,AYT,1,1,30/04/17,151,14,2633.98148
search,12/07/17,18/07/17,AMS,ROM,1,0,30/04/17,73,6,1298.403687
search,07/05/17,10/05/17,DUS,MUC,1,0,29/04/17,8,3,485.4706673
search,02/05/17,04/05/17,CDG,STR,1,0,29/04/17,3,2,487.7214159
search,06/09/17,09/09/17,FRA,STO,2,0,29/04/17,130,3,1198.018208
search,17/06/17,27/06/17,BER,ATH,1,0,29/04/17,49,10,1814.513556
search,11/06/17,14/06/17,LYS,VIE,2,0,30/04/17,42,3,898.2372651
search,01/06/17,15/06/17,FRA,IZM,1,0,23/04/17,39,14,1955.995501
search,21/05/17,25/05/17,FRA,LON,2,1,23/04/17,28,4,634.5939105
search,03/05/17,06/05/17,STR,ANK,1,0,24/04/17,9,3,2107.441361
search,03/05/17,05/05/17,MUC,HAM,1,0,23/04/17,10,2,600.4217954
search,20/07/17,22/07/17,LYS,LIS,2,0,23/04/17,88,2,1399.924928
search,05/05/17,08/05/17,PAR,CAS,1,0,24/04/17,11,3,1886.49025
search,22/06/17,25/06/17,DUS,VCE,2,0,23/04/17,60,3,762.5386734
search,22/09/17,20/10/17,FRA,ESB,3,0,23/04/17,152,28,2197.942522
search,10/08/17,31/08/17,FRA,NYC,3,1,23/04/17,109,21,6198.492311
search,17/05/17,20/05/17,MUC,AGP,1,0,23/04/17,24,3,1855.373263
search,17/05/17,26/05/17,BER,VIE,1,0,24/04/17,23,9,523.1100553
search,01/05/17,06/05/17,MUC,ATH,1,0,23/04/17,8,5,1516.619014
search,11/05/17,17/06/17,FRA,PER,1,0,23/04/17,18,37,13860.52344
search,10/05/17,12/05/17,PAR,STO,3,0,23/04/17,17,2,1544.771794
search,23/09/17,26/09/17,STR,LHR,4,0,23/04/17,153,3,755.0608101
search,21/06/17,21/06/17,HAM,BCN,1,0,23/04/17,59,0,1492.228532
search,03/05/17,05/05/17,BER,MRS,1,0,23/04/17,10,2,1185.46824
search,08/06/17,22/06/17,FRA,BAH,1,0,23/04/17,46,14,4440.583489
search,11/03/18,18/04/18,MRS,SCL,2,0,23/04/17,322,38,11496.27525
search,31/08/17,28/09/17,HAM,IZM,1,0,24/04/17,129,28,2137.116012
search,20/05/17,22/05/17,TXL,VIE,1,0,23/04/17,27,2,530.5854768
search,24/10/17,29/10/17,HAM,IZM,4,0,23/04/17,184,5,2137.116012
search,09/12/17,05/01/18,PAR,KTM,1,0,23/04/17,230,27,7239.578729
search,28/10/17,04/11/17,PAR,NYC,3,0,23/04/17,188,7,5837.819962
search,20/09/17,30/09/17,CDG,TCI,1,1,23/04/17,150,10,2789.544115
search,16/05/17,26/05/17,BER,MOW,1,0,23/04/17,23,10,1613.656967
search,07/01/18,13/01/18,FRA,MIA,2,0,24/04/17,258,6,7762.838142
search,18/05/17,19/05/17,STR,AMS,2,0,24/04/17,24,1,509.9539343
search,17/05/17,17/05/17,ATH,PAR,2,0,23/04/17,24,0,2112.758233
search,25/03/18,25/03/18,HKG,HKT,1,0,23/04/17,336,0,2325.315731
search,27/06/17,27/06/17,HAM,BCN,2,0,23/04/17,65,0,1492.228532
search,18/05/17,18/05/17,TCI,PAR,2,0,24/04/17,24,0,2766.543807
search,10/05/17,16/05/17,STR,BCN,2,2,24/04/17,16,6,993.3555315
search,22/10/17,10/11/17,DUS,KIX,1,0,24/04/17,181,19,9240.117762
search,26/06/17,01/07/17,CGN,HAM,1,0,23/04/17,64,5,364.4887856
search,05/07/17,21/07/17,ORY,OPO,1,0,23/04/17,73,16,1200.038215
search,05/01/18,19/01/18,AMS,BOG,1,0,23/04/17,257,14,8850.693576
search,09/09/17,09/09/17,PAR,LIM,1,0,23/04/17,139,0,10256.60394
search,29/04/17,08/05/17,MRS,FRA,3,0,23/04/17,6,9,787.5596076
search,04/05/17,06/05/17,MUC,IST,1,0,23/04/17,11,2,1578.027399
search,08/05/17,12/05/17,FRA,IST,2,0,23/04/17,15,4,1869.824665
search,26/06/17,30/06/17,PAR,MUC,1,0,23/04/17,64,4,695.937344
search,16/09/17,27/09/17,MUC,BKK,2,0,23/04/17,146,11,8798.974226
search,03/05/17,05/05/17,BER,CPH,1,0,24/04/17,9,2,348.1549661
search,18/05/17,21/05/17,BER,PAR,2,0,23/04/17,25,3,878.2979898
search,02/05/17,02/07/17,DUS,SAN,1,0,23/04/17,9,61,9190.926219
search,27/04/17,28/04/17,DUS,STR,1,0,23/04/17,4,1,336.2977444
search,25/04/17,25/04/17,HAM,STR,1,0,23/04/17,2,0,552.0490359
search,14/06/17,16/06/17,HAM,STR,1,0,23/04/17,52,2,552.0490359
search,08/11/17,06/12/17,HAM,SYD,2,0,24/04/17,198,28,16274.98431
search,15/06/17,25/06/17,MUC,BCN,1,0,24/04/17,52,10,1094.232005
search,01/06/17,15/06/17,MUC,LAX,1,0,24/04/17,38,14,9616.643986
search,25/08/17,31/08/17,STR,LON,2,0,23/04/17,124,6,737.102732
search,19/08/17,17/09/17,LAD,LIS,1,0,23/04/17,118,29,5778.782119
search,24/06/17,14/07/17,PAR,DPS,1,0,24/04/17,61,20,12395.33746
search,25/05/17,28/05/17,BER,FRA,1,0,24/04/17,31,3,435.5455373
search,01/07/17,07/07/17,CDG,IST,1,0,23/04/17,69,6,2243.246522
search,27/06/17,30/06/17,MUC,HAM,3,0,23/04/17,65,3,600.4217954
search,26/04/17,26/04/17,AYT,MUC,1,0,23/04/17,3,0,1993.307011
search,30/08/17,13/09/17,CDG,CAI,2,0,23/04/17,129,14,3205.707993
search,17/05/17,18/05/17,YMQ,PAR,1,0,23/04/17,24,1,5506.307791
search,17/06/17,22/06/17,PAR,BCN,1,1,24/04/17,54,5,839.7878079
search,09/05/17,19/05/17,SXF,DUB,1,0,23/04/17,16,10,1328.106685
search,07/02/18,16/02/18,ORY,HAN,5,0,23/04/17,290,9,9202.20236
search,18/08/17,13/10/17,LYS,ALC,2,0,23/04/17,117,56,940.1681018
search,01/07/17,31/07/17,BOM,DUS,1,0,23/04/17,69,30,6710.938643
search,07/12/17,21/12/17,PAR,JNB,3,0,23/04/17,228,14,8725.589398
search,05/05/17,10/05/17,TXL,ORY,1,0,23/04/17,12,5,879.2308196
search,13/12/17,15/12/17,CGN,BUD,5,0,23/04/17,234,2,955.9420133
search,14/09/17,15/09/17,STR,HAM,5,0,23/04/17,144,1,552.0490359
search,23/04/17,26/04/17,TXL,IST,1,0,23/04/17,0,3,1745.046213
search,09/07/17,13/07/17,PAR,BCN,7,0,23/04/17,77,4,839.7878079
search,29/04/17,03/05/17,PAR,IEV,1,0,23/04/17,6,4,2019.241761
search,22/05/17,21/09/17,PAR,NYC,1,0,23/04/17,29,122,5837.819962
search,08/05/17,18/05/17,HAM,AKL,1,0,23/04/17,15,10,17813.44141
